"37.755215, -121.68335",37.755215,-121.68335,Hop DeVine,37.7193357,-121.7243549,1708 N Vasco Rd,94551,4.5,370,$$,American (New),BBSbT3owLio-JM4gN3ZlGw
"37.755215, -121.68335",37.755215,-121.68335,OvAsians,37.71821,-121.72472,1548 N Vasco Rd,94551,4.5,41,$$,Vietnamese,RfEs-s4CFMO6DpY6aHRPyA
"37.755215, -121.68335",37.755215,-121.68335,Thai Chef,37.7114074435709,-121.722966788285,6033 Northfront Rd,94551,4.0,21,,Thai,ON3eoFOE9WsUjKeHGrwAmw
"37.755215, -121.68335",37.755215,-121.68335,Tin Thai Kitchen,37.7029,-121.72178,235 S Vasco Rd,94551,4.0,323,$$,Thai,E3GLcfre4C-rjtzsE3-VkA
"37.755215, -121.68335",37.755215,-121.68335,Hari Om Shri Ram,37.7180195,-121.7246303,1510 N Vasco Rd,94551,4.5,27,,Indian,PjSLI609GCbAJ4gvogVTLQ
"37.755215, -121.68335",37.755215,-121.68335,Caraway Indian Cuisine,37.7182838227149,-121.724682324959,1536 N Vasco Rd,94551,4.5,171,$$,Indian,QpHy_rft6Tk7cOpgD3fGTg
"37.755215, -121.68335",37.755215,-121.68335,Sully's Cafe,37.7118578,-121.7223596,6200 Northfront Rd,94551,4.0,4,$$,Cafes,1Da_NKLWjAqCH43mXJeQjA
"37.755215, -121.68335",37.755215,-121.68335,Fatburger,37.71306,-121.72365,1025 N Vasco Rd,94551,3.5,100,$$,Burgers,LaQ_vMV83SOwYgMRJn4GBQ
"37.755215, -121.68335",37.755215,-121.68335,Tequila's Taqueria,37.71734,-121.72492,1306 N Vasco Rd,94551,3.5,212,$,Mexican,-h1t0drgfQRDoEQdHr8v6Q
"37.755215, -121.68335",37.755215,-121.68335,Ming's Garden,37.705774,-121.721393,136 S Vasco Rd,94551,3.5,82,$,Chinese,Kf97Q7JKjJDVgMmvhG-iTA
"37.755215, -121.68335",37.755215,-121.68335,Taqueria Consuelito,37.7029,-121.72178,229 S Vasco Rd,94550,3.5,265,$$,Mexican,YLobTYQHx6ih91DUCat5cg
"37.755215, -121.68335",37.755215,-121.68335,China Pavilion Restaurant,37.718376,-121.725801,1460 N Vasco Rd,94551,3.5,142,$$,Chinese,0tPliwKNBfZ6VhJFLy6bNg
"37.755215, -121.68335",37.755215,-121.68335,Pizza Guys,37.71905,-121.72377,1545 N Vasco Rd,94551,4.0,81,$$,Pizza,EBve2_wNH3vHLSytVsMnmA
"37.755215, -121.68335",37.755215,-121.68335,Dickey's Barbecue Pit,37.718088,-121.724653,1524 N Vasco Rd,94551,3.0,232,$$,Barbeque,5ZHMzt9IZZs8DVi7Ug-8pQ
"37.755215, -121.68335",37.755215,-121.68335,Blue Robin Premium Pizza,37.70583,-121.72172,132 S Vasco Rd,94551,3.5,68,$$,Pizza,pcd8gnx-Iu45vjH8A4FrPA
"37.755215, -121.68335",37.755215,-121.68335,Jimmy John's,37.7115022,-121.7228968,6025 Northfront Rd,94551,3.0,87,$,Sandwiches,gjnFKxJLWea-A1CJPM8n5g
"37.755215, -121.68335",37.755215,-121.68335,Shalimar,37.7195211250571,-121.725967053349,1600 N Vasco Rd,94551,3.0,58,$$,Indian,c7oSjZo4c1mdf3Bij0dhEA
